City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,hadibu,12.65,54.0333,31.28,68,26,5.8,YE,1686216659
279,fort bragg,35.139,-79.006,17.33,97,75,2.57,US,1686216578
280,zhuanghe,39.7008,122.9911,23.33,39,44,3.28,CN,1686216660
281,weno,7.4515,151.8468,26.97,94,100,4.63,FM,1686216661
282,roma,43.2128,-75.4557,11.64,95,100,1.54,US,1686216662
283,guarapari,-20.6667,-40.4975,17.16,86,0,1.67,BR,1686216663
284,saint-philippe,-21.3585,55.7679,27.77,79,44,4.6,RE,1686216663
285,coronel du graty,-27.6804,-60.9146,18.9,72,0,3.19,AR,1686216664
286,ta`u,-14.2336,-169.5144,27.0,83,66,5.64,AS,1686216664
287,hardeeville,32.2871,-81.0807,22.98,96,21,1.56,US,1686216665
288,nizhnesortymskiy,62.4397,71.7603,10.55,74,100,7.57,RU,1686216665
289,accra,5.556,-0.1969,26.23,100,20,0.51,GH,1686216378
290,mil'kovo,55.6078,37.7956,22.11,45,2,1.65,RU,1686216666
291,bandon,51.7469,-8.7425,16.77,72,100,8.63,IE,1686216667
292,broken hill,-31.95,141.4333,11.97,59,0,5.07,AU,1686216667
293,rondonopolis,-16.4708,-54.6356,18.03,68,0,1.18,BR,1686216555
294,sinop,41.7711,34.8709,17.24,61,2,3.01,TR,1686216668
295,kichha,28.9167,79.5,38.22,28,20,5.66,IN,1686216669
296,acheng,45.5454,126.977,21.19,39,86,1.77,CN,1686216670
297,lihue,21.9789,-159.3672,25.58,86,75,4.63,US,1686216670
298,puerto maldonado,-12.6,-69.1833,23.54,86,100,0.28,PE,1686216671
299,tazovsky,67.4667,78.7,7.77,54,100,5.64,RU,1686216671
300,choconta,5.1447,-73.6858,9.82,90,96,0.82,CO,1686216672
301,takoradi,4.8845,-1.7554,27.75,76,99,4.67,GH,1686216672
302,ha'il,27.5219,41.6907,34.01,18,0,6.17,SA,1686216673
303,yanchep,-31.55,115.6833,15.34,85,99,2.98,AU,1686216674
304,college,64.8569,-147.8028,15.11,71,75,2.57,US,1686216674
305,brookings,44.3114,-96.7984,21.0,89,0,4.12,US,1686216675
306,dolores,-36.3132,-57.6792,13.61,96,83,2.72,AR,1686216602
307,colchani,-20.3,-66.9333,-0.99,30,0,1.03,BO,1686216676
308,sao vicente,-23.9631,-46.3919,20.15,26,0,1.76,BR,1686216677
309,baiti,13.745,-14.7482,31.6,40,42,4.7,SN,1686216677
310,floro,61.5996,5.0328,16.8,58,0,7.2,NO,1686216678
311,balikpapan,-1.2675,116.8289,28.55,84,40,2.06,ID,1686216678
312,lewistown,40.5992,-77.5714,7.58,90,0,0.0,US,1686216679
313,shubarshi,48.5872,57.1869,23.62,29,100,4.01,KZ,1686216702
314,geraldton,-28.7667,114.6,18.23,59,40,4.12,AU,1686216703
315,akjoujt,19.6969,-14.4164,33.62,30,27,8.16,MR,1686216704
316,ighiu,46.15,23.5167,22.03,64,100,1.34,RO,1686216705
317,nishinoomote,30.7333,131.0,24.31,100,75,5.66,JP,1686216705
318,san antonio de pale,-1.4014,5.6325,24.99,74,100,5.58,GQ,1686216706
319,san andres,12.5847,-81.7006,27.01,94,20,0.0,CO,1686216707
320,kozhevnikovo,56.2589,83.9714,30.75,45,54,5.26,RU,1686216708
321,merizo village,13.2658,144.6691,28.85,85,97,3.72,GU,1686216708
322,guatire,10.4762,-66.5427,22.08,95,65,1.46,VE,1686216709
323,flin flon,54.7682,-101.865,15.91,50,0,2.22,CA,1686216709
324,saudarkrokur,65.7461,-19.6394,10.23,76,100,7.58,IS,1686216710
325,tofol,5.3248,163.0078,28.59,77,81,5.08,FM,1686216711
326,arafat,21.3594,39.9664,43.66,8,1,5.13,SA,1686216711
327,anadyr,64.75,177.4833,8.28,65,0,3.58,RU,1686216712
328,xinyuan,37.3,99.0,13.25,45,99,7.66,CN,1686216712
329,aubigny-sur-nere,47.4882,2.439,25.05,54,24,4.46,FR,1686216713
330,vila do maio,15.1333,-23.2167,26.44,84,8,4.81,CV,1686216714
331,vorkuta,67.5,64.0,5.63,50,100,3.95,RU,1686216714
332,pervomayskoye,43.919,46.7102,27.29,28,0,7.11,RU,1686216715
333,kerikeri,-35.2268,173.9474,12.17,87,18,0.89,NZ,1686216715
334,aras-asan,8.8908,126.3033,27.35,84,78,2.63,PH,1686216716
335,howrah,22.5892,88.3103,34.0,75,75,3.6,IN,1686215957
336,grosshansdorf,53.6667,10.2833,21.03,66,0,2.57,DE,1686216717
337,kill devil hills,36.0307,-75.676,17.21,96,40,2.06,US,1686216658
338,la punta,-33.1837,-66.3127,14.67,82,96,5.76,AR,1686216718
339,soio,-6.1349,12.3689,25.43,74,87,3.86,AO,1686216719
340,burang,30.25,81.1667,7.97,66,33,3.59,CN,1686216719
341,enoch,37.7733,-113.0244,10.82,54,0,3.6,US,1686216720
342,segou,13.4317,-6.2157,35.29,35,100,5.13,ML,1686216720
343,pandasan,7.2838,125.8535,29.99,86,37,2.39,PH,1686216721
344,portland,45.5234,-122.6762,16.69,79,75,2.06,US,1686216394
345,luderitz,-26.6481,15.1594,17.21,74,97,4.12,NA,1686216722
346,cannonvale,-20.2833,148.7,21.66,85,1,4.3,AU,1686216723
347,yuzhno-kurilsk,44.0306,145.8556,11.33,98,58,1.43,RU,1686216725
348,moab,38.5733,-109.5498,17.03,58,56,3.06,US,1686216612
349,najaf,31.9985,44.3398,42.73,9,0,7.14,IQ,1686216727
350,sirte,31.2089,16.5887,22.38,70,87,5.26,LY,1686216727
351,afaahiti,-17.75,-149.2833,21.93,66,86,9.19,PF,1686216728
352,petropavlovka,50.6114,105.3196,26.11,32,28,5.59,RU,1686216729
353,tralee,52.2704,-9.7026,17.14,72,0,6.17,IE,1686216729
354,jamestown,42.097,-79.2353,10.8,86,100,2.57,US,1686216730
355,santiago de cao,-7.9589,-79.2392,22.07,94,55,4.12,PE,1686216730
356,yeniseysk,58.4497,92.1703,33.11,32,77,2.8,RU,1686216650
357,rio gallegos,-51.6226,-69.2181,0.03,86,0,0.51,AR,1686216732
358,emerald,-23.5333,148.1667,19.42,57,0,1.9,AU,1686216572
359,tshikapa,-6.4167,20.8,35.39,34,82,0.39,CD,1686216754
360,nanao,37.05,136.9667,21.39,93,100,3.24,JP,1686216754
361,north platte,41.1239,-100.7654,18.54,87,0,0.0,US,1686216568
362,haiku-pauwela,20.9219,-156.3051,23.91,75,0,4.63,US,1686216756
363,spring creek,40.7266,-115.5859,10.83,69,43,0.61,US,1686216756
364,okahao,-17.885,15.0667,25.42,19,1,2.63,NA,1686216757
365,gaalkacyo,6.7697,47.4308,33.69,39,96,8.44,SO,1686216757
366,balkashino,52.5167,68.7667,21.09,53,100,4.58,KZ,1686216758
367,san julian,21.0167,-102.1667,16.21,49,1,2.42,MX,1686216758
368,leua,48.2156,18.6071,24.16,75,82,2.37,SK,1686216759
369,ad dujayl,33.8467,44.2344,42.02,8,12,6.67,IQ,1686216760
370,yangp'yong,37.4897,127.4906,23.89,83,100,0.51,KR,1686216760
371,kavieng,-2.5744,150.7967,27.89,79,100,3.21,PG,1686216761
372,viedma,-40.8135,-62.9967,13.61,48,98,7.23,AR,1686216762
373,okhotsk,59.3833,143.3,7.77,75,21,3.03,RU,1686216762
374,togur,58.3631,82.8265,34.2,28,88,4.1,RU,1686216763
375,kidal,18.4411,1.4078,39.31,10,53,5.14,ML,1686216764
376,tateyama,34.9833,139.8667,22.96,87,100,3.24,JP,1686216764
377,isangel,-19.55,169.2667,21.36,70,9,4.74,VU,1686216765
378,valparaiso,-33.0393,-71.6273,13.8,88,100,1.54,CL,1686216765
379,antofagasta,-23.65,-70.4,15.6,82,30,1.7,CL,1686216766
380,taroa,8.7058,171.2275,28.28,84,73,7.47,MH,1686216767
381,karema,-6.8205,30.4389,28.86,36,0,2.24,TZ,1686216768
382,alpena,45.0617,-83.4327,11.17,84,0,1.54,US,1686216769
383,mukalla,14.5425,49.1242,33.24,64,74,3.59,YE,1686216769
384,chipinge,-20.1883,32.6236,27.13,25,0,3.06,ZW,1686216770
385,dali,25.7,100.1833,19.61,89,100,0.97,CN,1686216770
386,belmonte,-15.8631,-38.8828,22.6,82,11,4.22,BR,1686216771
387,miguel calmon,-11.4289,-40.595,19.43,88,100,2.26,BR,1686216771
388,camayenne,9.535,-13.6878,29.05,79,75,5.14,GN,1686216772
389,northam,51.0333,-4.2167,19.25,73,74,8.65,GB,1686216773
390,broome,42.2506,-75.833,10.16,86,100,2.06,US,1686216773
391,port-gentil,-0.7193,8.7815,27.98,69,40,5.66,GA,1686216774
392,holualoa,19.6228,-155.9522,21.91,94,100,3.09,US,1686216775
393,ust-nera,64.5667,143.2,12.06,70,59,1.99,RU,1686216775
394,sao joao da barra,-21.6403,-41.0511,17.05,88,0,2.81,BR,1686216776
395,gadzhiyevo,69.2551,33.3362,7.01,54,95,5.28,RU,1686216776
396,divnoye,45.9089,43.3547,26.13,30,69,4.21,RU,1686216777
397,yulinshi,38.2906,109.7494,28.84,10,0,8.28,CN,1686216777
398,sandnessjoen,66.0217,12.6316,9.29,76,40,3.09,NO,1686216778
399,hilo,19.7297,-155.09,22.01,94,75,1.54,US,1686216779
400,lompoc,34.6391,-120.4579,15.43,94,100,0.0,US,1686216779
401,namibe,-15.1961,12.1522,22.41,57,4,3.03,AO,1686216780
402,san jose de jachal,-30.2406,-68.7469,16.15,24,0,4.22,AR,1686216780
403,baise city,23.8997,106.6133,32.97,99,49,0.91,CN,1686216781
404,sumbe,-11.2061,13.8437,25.44,73,30,3.32,AO,1686216781
405,ketchikan,55.3422,-131.6461,13.99,87,0,0.0,US,1686216782
406,crane,31.3974,-102.3501,20.46,60,12,3.62,US,1686216782
407,cabo san lucas,22.8909,-109.9124,22.01,76,8,5.53,MX,1686216733
408,mount pearl,47.5166,-52.7813,10.19,97,100,1.54,CA,1686216783
409,huron,41.1501,-82.5499,15.94,84,3,1.99,US,1686216784
410,balaklava,44.5,33.6,22.12,54,30,2.99,UA,1686216785
411,belle plaine,44.6227,-93.7686,19.69,64,100,3.48,US,1686216785
412,nakamura,32.9833,132.9333,18.34,99,100,2.89,JP,1686216786
413,naifaru,5.4444,73.3657,28.94,80,97,7.3,MV,1686216786
414,gibara,21.1097,-76.1317,23.62,92,100,1.02,CU,1686216787
415,al jawf,29.5,38.75,33.96,13,3,4.03,SA,1686216788
416,jaguaribe,-5.8906,-38.6219,22.35,91,19,1.51,BR,1686216524
417,malabar,-33.9667,151.25,15.84,80,0,2.06,AU,1686216789
418,labytnangi,66.6572,66.4183,10.47,44,100,2.97,RU,1686216789
419,kavaratti,10.5669,72.642,28.44,81,100,6.9,IN,1686216790
420,solwezi,-12.1688,26.3894,26.36,35,33,3.13,ZM,1686216790
421,kasangulu,-4.5911,15.1708,24.52,59,34,1.57,CD,1686216791
422,lakatoro,-16.0999,167.4164,23.07,73,24,3.9,VU,1686216791
423,torghay,49.6339,63.4981,26.48,26,83,5.59,KZ,1686216793
424,gobabis,-22.45,18.9667,25.15,18,0,3.64,NA,1686216794
425,alaghsas,17.0187,8.0168,34.94,41,0,5.14,NE,1686216794
426,midvagur,62.0511,-7.1939,9.46,81,100,2.06,FO,1686216795
427,mockrehna,51.5076,12.8142,25.83,55,92,2.65,DE,1686216796
428,paso de los toros,-32.8167,-56.5167,16.93,93,42,2.95,UY,1686216597
429,mezhdurechenskiy,59.6,65.9333,18.19,38,90,3.71,RU,1686216798
430,amahai,-3.3333,128.9167,26.65,83,98,0.88,ID,1686216798
431,kirakira,-10.4544,161.9205,26.18,86,22,3.38,SB,1686216799
432,nguigmi,14.2495,13.1092,33.62,40,91,5.35,NE,1686216799
433,vostochnyy,55.8167,37.8667,21.99,38,0,1.76,RU,1686216800
434,pont rouge,48.8833,-72.0825,11.16,80,100,5.47,CA,1686216800
435,persembe,41.0656,37.7714,20.68,71,2,2.98,TR,1686216801
436,lata,40.1629,-8.3327,23.93,67,42,5.98,PT,1686216802
437,zaporizhia,47.8167,35.1833,24.78,35,91,4.91,UA,1686216802
438,mount isa,-20.7333,139.5,24.87,41,35,3.6,AU,1686216803
439,kuala terengganu,5.3302,103.1408,30.97,74,20,4.12,MY,1686216803
440,sarigerme,36.7155,28.7044,24.73,73,75,4.12,TR,1686216804
441,uzda,53.4627,27.2137,21.07,54,12,2.83,BY,1686216804
442,bac lieu,9.285,105.7244,30.7,61,99,7.32,VN,1686216805
443,kencong,-8.2833,113.3667,26.02,84,38,2.89,ID,1686216806
444,san patricio,28.017,-97.5169,25.92,88,37,2.05,US,1686216806
445,isiro,2.7739,27.616,26.01,84,37,0.22,CD,1686216807
446,masterton,-40.9597,175.6575,7.75,95,29,0.43,NZ,1686216680
447,tocopilla,-22.092,-70.1979,16.67,69,4,2.71,CL,1686216722
448,swellendam,-34.0226,20.4417,16.63,64,58,4.36,ZA,1686216808
449,gorontalo,0.5412,123.0595,25.82,80,28,0.9,ID,1686216809
450,rawah,34.4816,41.9093,37.84,14,0,5.73,IQ,1686216809
451,kismayo,-0.3582,42.5454,29.08,64,56,6.72,SO,1686216810
452,nar'yan-mar,67.6713,53.087,7.61,47,100,3.96,RU,1686216811
453,voitsberg,47.0333,15.15,20.88,15,98,0.95,AT,1686216811
454,guerrero negro,27.9769,-114.0611,14.62,87,98,5.02,MX,1686216758
455,okha,53.5739,142.9478,5.83,78,10,5.82,RU,1686216812
456,port macquarie,-31.4333,152.9167,15.5,83,100,0.66,AU,1686216639
457,san ramon de la nueva oran,-23.1322,-64.326,19.12,86,71,0.64,AR,1686216813
458,port douglas,-16.4833,145.4667,22.36,81,63,4.81,AU,1686216814
459,fort mcmurray,56.7268,-111.381,10.77,76,20,2.06,CA,1686216634
460,laojunmiao,39.8333,97.7333,25.66,15,60,10.33,CN,1686216815
461,lloydminster,53.2835,-110.0016,15.12,82,0,2.06,CA,1686216816
462,redencao,-4.2258,-38.7306,23.52,92,55,2.02,BR,1686216816
463,lerwick,60.1545,-1.1494,11.0,71,90,5.3,GB,1686216817
464,san justo,-30.7891,-60.5919,19.97,86,87,1.79,AR,1686216817
465,new ulm,44.3125,-94.4605,19.21,79,75,0.0,US,1686216818
466,aban,56.67,96.06,33.69,23,1,1.55,RU,1686216818
467,brisas de zicatela,15.8369,-97.0419,26.87,77,67,2.55,MX,1686216819
468,itamaraca,-7.7478,-34.8256,24.03,88,67,3.5,BR,1686216820
469,hamamatsu,34.7,137.7333,21.79,87,100,5.15,JP,1686216820
470,srivardhan,18.0333,73.0167,32.34,63,84,6.56,IN,1686216821
471,corona de tucson,31.9654,-110.7756,20.65,40,67,0.45,US,1686216822
472,thivai,38.325,23.3189,27.18,44,77,4.06,GR,1686216823
473,roosevelt,33.9668,-103.4505,16.12,60,100,3.77,US,1686216824
474,volkovysk,53.1561,24.4513,21.82,55,0,2.49,BY,1686216824
475,kampene,-3.6,26.6667,31.89,40,63,0.49,CD,1686216825
476,westport,41.1415,-73.3579,12.08,84,100,1.54,US,1686216825
477,mount gambier,-37.8333,140.7667,11.5,93,100,5.69,AU,1686216641
478,ulladulla,-35.35,150.4667,12.65,54,32,4.32,AU,1686216827
479,mahina,-17.5065,-149.489,22.87,73,0,1.54,PF,1686216828
480,nadym,65.5333,72.5167,11.92,47,100,7.46,RU,1686216828
481,al bawiti,28.3492,28.8659,40.97,12,98,3.36,EG,1686216829
482,san angelo,31.4638,-100.437,17.12,94,0,4.12,US,1686216829
483,sidi ifni,29.3797,-10.173,22.86,77,62,2.73,MA,1686216830
484,basco,20.4487,121.9702,27.91,74,16,2.22,PH,1686216831
485,maracas,-13.4411,-40.4308,16.56,84,95,1.5,BR,1686216831
486,bata,1.8639,9.7658,27.67,74,100,5.54,GQ,1686216832
487,portales,34.1862,-103.3344,16.08,78,100,2.85,US,1686216833
488,nuuk,64.1835,-51.7216,0.34,86,100,3.09,GL,1686216833
489,volodarsk,56.2261,43.1861,18.01,49,51,3.42,RU,1686216834
490,ganjam,19.3833,85.0667,33.9,61,37,8.04,IN,1686216834
491,dumfries,38.5676,-77.328,16.19,68,75,2.57,US,1686216541
492,ulysses,37.5814,-101.3552,17.72,84,15,1.8,US,1686216835
493,zafarwal,32.3463,74.8999,39.38,20,5,3.84,PK,1686216836
494,saldanha,-33.0117,17.9442,15.03,91,97,8.84,ZA,1686216836
495,butia,-30.1197,-51.9622,15.43,92,98,0.63,BR,1686216837
496,codrington,-38.2667,141.9667,11.91,82,97,9.55,AU,1686216838
497,magione,43.1439,12.2069,25.43,65,58,1.22,IT,1686216838
498,sandersville,32.9815,-82.8101,20.82,92,52,2.17,US,1686216839
499,palanpur,24.1667,72.4333,40.27,22,0,5.52,IN,1686216839
500,khadan khak,30.7477,67.7085,32.0,9,0,5.31,PK,1686216840
501,nasir,15.5894,32.5634,37.66,26,28,2.16,SD,1686216840
502,enriquillo,17.9,-71.2333,25.89,88,98,4.47,DO,1686216841
503,puerto baquerizo moreno,-0.9,-89.6,25.77,80,95,5.39,EC,1686216608
504,ribeira brava,32.65,-17.0667,25.0,81,13,6.29,PT,1686216842
505,fortaleza,-3.7227,-38.5247,26.07,89,75,3.09,BR,1686216843
506,trincomalee,8.5711,81.2335,33.38,55,88,8.67,LK,1686216843
507,angra do heroismo,38.65,-27.2167,19.34,77,40,5.7,PT,1686216844
508,inarajan village,13.2736,144.7484,29.08,90,96,3.55,GU,1686216844
509,yorkton,51.2167,-102.4677,18.91,82,100,5.14,CA,1686216845
510,heyuan,23.7333,114.6833,29.33,82,87,1.89,CN,1686216845
511,east falmouth,41.5784,-70.5586,13.84,88,100,0.0,US,1686216846
512,kirkwall,58.9848,-2.9587,12.2,71,20,4.12,GB,1686216846
513,novoaleksandrovsk,45.4948,41.2207,24.12,49,42,7.06,RU,1686216847
514,keyser,39.4409,-78.9739,8.3,94,5,1.44,US,1686216848
515,muravlenko,63.7898,74.523,7.48,84,100,10.88,RU,1686216849
516,khash,28.2211,61.2158,36.69,11,34,3.18,IR,1686216849
517,menongue,-14.6585,17.691,29.86,16,37,0.85,AO,1686216850
518,ornskoldsvik,63.2909,18.7153,12.53,43,100,5.66,SE,1686216851
519,akureyri,65.6835,-18.0878,10.96,66,75,5.66,IS,1686216851
520,vilyuysk,63.7553,121.6247,18.53,38,94,2.39,RU,1686216852
521,lethem,3.3803,-59.7968,23.1,93,99,2.88,GY,1686216852
522,tagiura,32.8817,13.3506,23.59,59,65,3.19,LY,1686216853
523,tokar,18.4254,37.729,43.27,12,7,3.48,SD,1686216853
524,pucon,-39.2822,-71.9543,12.64,94,100,8.28,CL,1686216729
525,betio village,1.358,172.9211,27.02,80,100,4.8,KI,1686216855
526,arar,30.9753,41.0381,37.01,8,0,0.0,SA,1686216855
527,changuinola,9.4333,-82.5167,22.78,80,100,0.9,PA,1686216676
528,'alaqahdari dishu,30.4374,63.313,43.66,5,84,6.85,AF,1686216856
529,harstad,68.799,16.5293,6.66,100,100,5.36,NO,1686216857
530,aswan,24.0934,32.907,43.0,11,63,2.02,EG,1686216857
531,torbat-e heydariyeh,35.274,59.2195,31.44,14,100,4.14,IR,1686216858
532,qarauyl,48.9451,79.255,33.91,16,42,7.48,KZ,1686216859
533,quellon,-43.1167,-73.6167,15.14,88,100,7.2,CL,1686216728
534,muynoq,43.7683,59.0214,24.78,35,100,5.01,UZ,1686216861
535,susanville,40.4163,-120.653,13.28,77,0,3.09,US,1686216618
536,murray bridge,-35.1167,139.2667,15.62,69,22,8.47,AU,1686216862
537,barah,13.7,30.3667,35.72,30,63,0.31,SD,1686216862
538,acarau,-2.8856,-40.12,25.31,87,3,5.58,BR,1686216863
539,posse,-14.0931,-46.3694,16.25,72,17,2.1,BR,1686216863
540,ciudad melchor muzquiz,27.8833,-101.5167,22.14,81,27,1.49,MX,1686216864
541,laguna,38.421,-121.4238,16.16,75,0,2.06,US,1686216615
542,seminole,28.7086,-81.2081,23.48,94,0,2.06,US,1686216865
543,tropea,38.6754,15.8948,23.61,78,87,2.8,IT,1686216866
544,taoudenni,22.6783,-3.9836,40.38,15,14,6.49,ML,1686216866
545,pacific grove,36.6177,-121.9166,14.08,89,100,0.45,US,1686216840
546,preobrazheniye,42.9019,133.9064,13.43,89,96,6.88,RU,1686216867
547,lobez,53.6392,15.6213,25.28,39,20,2.25,PL,1686216868
548,muisne,0.6,-80.0333,25.59,88,100,5.26,EC,1686216868
549,nuku'alofa,-21.1333,-175.2,20.19,94,75,2.57,TO,1686216729
550,egilsstadir,65.2653,-14.3948,12.95,50,0,4.63,IS,1686216870
551,dokkum,53.3222,5.997,19.5,72,5,6.69,NL,1686216870
552,primorsk,46.7348,36.3443,22.35,51,100,6.83,UA,1686216871
553,ceeldheer,3.8488,47.1806,31.55,56,100,9.4,SO,1686216871
554,reggane,26.7158,0.1714,38.22,13,0,5.63,DZ,1686216872
555,tarecuato,19.85,-102.4833,13.55,89,4,1.33,MX,1686216872
556,gracemere,-23.4333,150.45,19.95,73,3,0.0,AU,1686216873
